Conviction_Points,Geo_Risk,Years_of_Experience,Vehicle_Type,Vehicle_Age,Driver_Age,License_Type,Gender,Normalized_Risk_Score
4,7,36,Motorcycle,12,36,Commercial,Female,0.3195876289
4,9,21,Car,12,33,Motorcycle,Female,0.4355670103
20,0,21,Motorcycle,13,23,Commercial,Female,0.7835051546
18,0,6,Motorcycle,18,25,Motorcycle,Female,0.8221649485
18,5,12,Motorcycle,15,25,Commercial,Female,0.8402061856
10,7,7,Motorcycle,8,40,Commercial,Male,0.6984536082
11,0,3,Car,12,66,Motorcycle,Male,0.6391752577
14,5,10,Motorcycle,7,37,Commercial,Male,0.7525773196
19,2,27,Motorcycle,3,32,Motorcycle,Male,0.7113402062
16,0,2,Car,2,20,Commercial,Male,0.4381443299
1,9,49,Motorcycle,8,61,Commercial,Female,0.1675257732
8,7,24,Motorcycle,4,33,Motorcycle,Female,0.5154639175
7,5,20,Car,12,38,Commercial,Female,0.2448453608
5,0,10,Motorcycle,12,28,Motorcycle,Female,0.1778350515
15,3,9,Motorcycle,13,39,Commercial,Female,0.7603092784
9,5,44,Car,18,60,Commercial,Male,0.3350515464
20,10,44,Car,15,59,Motorcycle,Male,0.6829896907
0,3,36,Motorcycle,8,67,Commercial,Male,0.1649484536
14,2,8,Car,12,67,Motorcycle,Male,0.7036082474
2,10,9,Car,7,66,Commercial,Male,0.4896907216
19,2,35,Car,3,47,Commercial,Female,0.6237113402
4,0,1,Car,2,61,Motorcycle,Female,0.4742268041
0,8,4,Motorcycle,8,22,Commercial,Male,0.2396907216
20,3,20,Motorcycle,4,54,Motorcycle,Male,0.8041237113
5,9,10,Motorcycle,12,28,Commercial,Male,0.3015463918
17,9,0,Motorcycle,12,18,Commercial,Male,0.7912371134
4,9,18,Car,13,36,Motorcycle,Male,0.2577319588
0,6,25,Motorcycle,18,62,Commercial,Female,0.2886597938
17,10,5,Car,15,21,Motorcycle,Female,0.9329896907
17,4,0,Motorcycle,8,66,Commercial,Female,0.8943298969
8,9,39,Motorcycle,12,42,Commercial,Female,0.425257732
9,3,6,Motorcycle,7,46,Motorcycle,Female,0.6288659794
4,4,6,Car,3,52,Commercial,Male,0.4871134021
9,1,39,Motorcycle,2,61,Motorcycle,Male,0.3479381443
12,0,8,Motorcycle,8,26,Commercial,Male,0.3273195876
16,9,17,Car,4,55,Commercial,Male,0.7757731959
3,1,11,Motorcycle,12,60,Motorcycle,Male,0.4097938144
0,10,17,Car,12,49,Commercial,Female,0.3762886598
14,10,37,Motorcycle,13,59,Motorcycle,Female,0.6082474227
0,1,30,Car,18,68,Commercial,Female,0.1597938144
11,7,12,Car,15,30,Commercial,Female,0.3659793814
1,2,49,Motorcycle,8,61,Motorcycle,Female,0.07731958763
18,7,9,Car,12,56,Commercial,Male,0.8634020619
14,0,12,Car,7,66,Motorcycle,Male,0.6469072165
12,10,17,Motorcycle,3,44,Commercial,Male,0.7113402062
8,1,4,Motorcycle,2,22,Commercial,Male,0.3711340206
5,8,32,Car,8,56,Motorcycle,Male,0.3634020619
2,0,3,Motorcycle,4,33,Commercial,Female,0.4329896907
17,10,12,Car,12,45,Motorcycle,Female,0.8530927835
15,10,10,Motorcycle,12,28,Commercial,Male,0.5567010309
3,3,37,Motorcycle,13,60,Commercial,Male,0.2345360825
16,5,7,Motorcycle,18,25,Motorcycle,Male,0.8273195876
18,1,24,Car,15,42,Commercial,Male,0.5
5,10,5,Motorcycle,8,51,Motorcycle,Male,0.6237113402
18,2,17,Car,12,50,Commercial,Female,0.7371134021
7,1,18,Car,7,42,Commercial,Female,0.4329896907
17,4,18,Car,3,38,Motorcycle,Female,0.7293814433
4,7,17,Car,2,48,Commercial,Female,0.4407216495
13,9,4,Motorcycle,8,22,Motorcycle,Female,0.6262886598
19,8,10,Motorcycle,4,30,Commercial,Male,0.9201030928
15,4,30,Car,12,48,Commercial,Male,0.4381443299
19,10,9,Motorcycle,12,64,Motorcycle,Male,0.9536082474
14,4,26,Motorcycle,13,38,Commercial,Male,0.6159793814
18,6,4,Motorcycle,18,51,Motorcycle,Male,0.9149484536
0,5,40,Motorcycle,15,69,Commercial,Female,0.1597938144
4,1,5,Car,8,23,Commercial,Female,0.3273195876
6,0,19,Motorcycle,12,37,Motorcycle,Female,0.1726804124
20,1,7,Motorcycle,7,25,Commercial,Female,0.6469072165
12,0,7,Motorcycle,3,64,Motorcycle,Female,0.6597938144
3,3,33,Car,2,42,Commercial,Male,0.2396907216
18,5,17,Car,8,27,Commercial,Male,0.7757731959
13,5,47,Car,4,67,Motorcycle,Male,0.4149484536
19,6,17,Motorcycle,12,35,Commercial,Male,0.6701030928
17,9,48,Car,12,52,Motorcycle,Male,0.5618556701
1,2,17,Car,13,32,Commercial,Female,0.2989690722
18,10,2,Motorcycle,18,20,Commercial,Female,0.7293814433
12,9,8,Motorcycle,15,57,Motorcycle,Male,0.7680412371
15,5,9,Motorcycle,8,27,Commercial,Male,0.5618556701
7,7,23,Motorcycle,12,45,Motorcycle,Male,0.4974226804
2,5,11,Car,7,29,Commercial,Male,0.2319587629
7,9,37,Car,3,61,Commercial,Male,0.3891752577
13,8,27,Motorcycle,2,65,Motorcycle,Female,0.6340206186
16,1,4,Car,8,65,Commercial,Female,0.7731958763
1,5,2,Car,4,40,Motorcycle,Female,0.4536082474
16,8,45,Motorcycle,12,50,Commercial,Female,0.5721649485
13,9,49,Motorcycle,12,58,Commercial,Female,0.4768041237
5,1,25,Car,13,59,Motorcycle,Male,0.3273195876
18,4,6,Car,18,22,Commercial,Male,0.8737113402
16,0,10,Motorcycle,15,47,Motorcycle,Male,0.7396907216
12,2,19,Motorcycle,8,55,Commercial,Male,0.5927835052
4,0,45,Motorcycle,12,60,Commercial,Male,0.1597938144
16,9,15,Car,7,52,Motorcycle,Female,0.7912371134
19,7,20,Car,3,65,Commercial,Female,0.8041237113
14,10,15,Car,2,56,Motorcycle,Female,0.7525773196
8,9,35,Motorcycle,8,39,Commercial,Female,0.456185567
14,3,22,Motorcycle,4,40,Commercial,Female,0.4407216495
17,8,7,Car,12,35,Motorcycle,Male,0.8659793814
10,7,40,Car,12,68,Commercial,Male,0.4175257732
14,7,3,Motorcycle,13,21,Motorcycle,Male,0.6030927835
6,8,18,Car,18,36,Commercial,Male,0.2577319588
13,1,5,Car,15,23,Commercial,Male,0.5360824742
4,9,44,Car,8,59,Motorcycle,Female,0.2577319588
15,8,46,Car,12,52,Commercial,Female,0.5128865979
14,9,9,Car,7,27,Motorcycle,Male,0.7860824742
10,0,36,Car,3,68,Commercial,Male,0.3582474227
11,7,23,Car,2,69,Commercial,Male,0.574742268
14,7,35,Car,8,46,Motorcycle,Male,0.5592783505
11,6,28,Motorcycle,4,50,Commercial,Male,0.5489690722
20,5,18,Motorcycle,12,47,Motorcycle,Female,0.8453608247
2,8,14,Car,12,50,Commercial,Female,0.425257732
0,5,39,Motorcycle,13,49,Commercial,Female,0.1675257732
14,4,20,Car,18,28,Motorcycle,Female,0.6365979381
6,0,9,Motorcycle,15,27,Commercial,Female,0.2809278351
18,9,8,Motorcycle,8,39,Motorcycle,Male,0.9226804124
14,1,48,Motorcycle,12,53,Commercial,Male,0.4072164948
13,8,39,Car,7,46,Commercial,Male,0.5154639175
12,0,13,Car,3,27,Motorcycle,Male,0.587628866
5,3,43,Car,2,66,Commercial,Male,0.2139175258
19,7,40,Motorcycle,8,60,Motorcycle,Female,0.675257732
19,3,21,Motorcycle,4,46,Commercial,Female,0.7706185567
8,7,5,Motorcycle,12,23,Commercial,Female,0.3634020619
8,5,4,Car,12,22,Motorcycle,Female,0.4278350515
15,10,32,Car,13,35,Commercial,Female,0.6469072165
20,3,30,Car,18,66,Motorcycle,Male,0.7010309278
10,8,9,Motorcycle,15,66,Commercial,Male,0.6958762887
10,10,0,Motorcycle,8,18,Commercial,Male,0.6082474227
20,3,28,Motorcycle,12,70,Motorcycle,Male,0.7422680412
17,1,4,Motorcycle,7,22,Commercial,Male,0.5489690722
0,3,23,Car,3,66,Motorcycle,Female,0.2396907216
7,3,8,Motorcycle,2,26,Commercial,Female,0.4072164948
6,0,2,Motorcycle,8,57,Commercial,Male,0.543814433
2,7,20,Car,4,67,Motorcycle,Male,0.3659793814
1,2,22,Car,12,42,Commercial,Male,0.2603092784
16,0,32,Motorcycle,12,46,Motorcycle,Male,0.5695876289
13,6,7,Motorcycle,13,62,Commercial,Male,0.7628865979
17,6,21,Motorcycle,18,45,Commercial,Female,0.7577319588
7,7,20,Car,15,61,Motorcycle,Female,0.4948453608
1,7,19,Car,8,56,Commercial,Female,0.3479381443
2,1,4,Motorcycle,12,22,Motorcycle,Female,0.3015463918
0,2,26,Car,7,44,Commercial,Female,0.0412371134
18,8,37,Motorcycle,3,42,Commercial,Male,0.6855670103
6,5,24,Motorcycle,2,29,Motorcycle,Male,0.4381443299
6,1,19,Motorcycle,8,62,Commercial,Male,0.425257732
3,7,42,Motorcycle,4,43,Motorcycle,Male,0.2474226804
4,3,13,Car,12,70,Commercial,Male,0.4201030928
19,1,23,Car,12,41,Commercial,Female,0.5412371134
18,6,27,Car,13,45,Motorcycle,Female,0.7113402062
6,8,22,Motorcycle,18,66,Commercial,Female,0.4922680412
14,2,27,Car,15,38,Motorcycle,Female,0.5567010309
15,7,3,Motorcycle,8,37,Commercial,Female,0.8582474227
17,8,33,Motorcycle,12,70,Commercial,Male,0.6907216495
1,9,29,Motorcycle,7,29,Motorcycle,Male,0.3221649485
9,6,21,Car,3,44,Commercial,Male,0.5257731959
19,9,2,Car,2,59,Motorcycle,Male,0.9690721649
17,8,38,Motorcycle,8,59,Commercial,Male,0.6520618557
11,5,24,Motorcycle,4,24,Commercial,Female,0.5927835052
0,0,17,Motorcycle,12,51,Motorcycle,Female,0.2731958763
3,0,13,Motorcycle,12,31,Commercial,Male,0.381443299
4,9,9,Motorcycle,13,69,Motorcycle,Male,0.5541237113
20,4,2,Motorcycle,18,20,Commercial,Male,0.6804123711
19,6,25,Car,15,63,Commercial,Male,0.7525773196
15,0,8,Car,8,26,Motorcycle,Male,0.4793814433
5,9,14,Car,12,47,Commercial,Female,0.5154639175
20,4,29,Motorcycle,7,39,Motorcycle,Female,0.7474226804
4,2,47,Motorcycle,3,66,Commercial,Female,0.1701030928
9,2,7,Car,2,49,Commercial,Female,0.5824742268
16,4,8,Motorcycle,8,26,Motorcycle,Female,0.6597938144
16,7,28,Car,4,68,Commercial,Male,0.6649484536
5,1,22,Car,12,65,Motorcycle,Male,0.3505154639
0,9,4,Motorcycle,12,56,Commercial,Male,0.4896907216
3,6,3,Car,13,38,Commercial,Male,0.5103092784
8,4,24,Motorcycle,18,42,Motorcycle,Male,0.4768041237
9,6,39,Car,15,46,Commercial,Female,0.3865979381
10,10,26,Motorcycle,8,64,Motorcycle,Female,0.5902061856
6,8,9,Car,12,65,Commercial,Female,0.5670103093
12,6,41,Motorcycle,7,60,Commercial,Female,0.4742268041
11,9,7,Motorcycle,3,32,Motorcycle,Female,0.75
2,2,20,Motorcycle,2,39,Commercial,Male,0.3273195876
17,7,11,Car,8,43,Motorcycle,Male,0.8221649485
7,4,6,Car,4,38,Commercial,Male,0.5644329897
7,0,28,Car,12,50,Commercial,Male,0.3427835052
6,1,20,Car,12,38,Motorcycle,Male,0.1984536082
5,6,2,Car,13,58,Commercial,Female,0.5695876289
9,4,39,Car,18,51,Motorcycle,Female,0.3608247423
12,0,27,Motorcycle,15,30,Commercial,Male,0.5051546392
8,0,31,Motorcycle,8,51,Commercial,Male,0.3711340206
1,2,7,Car,12,25,Motorcycle,Male,0.1597938144
14,10,12,Motorcycle,7,27,Commercial,Male,0.8015463918
13,10,0,Motorcycle,3,42,Motorcycle,Male,0.868556701
15,7,23,Motorcycle,2,32,Commercial,Female,0.7036082474
4,6,5,Car,8,41,Commercial,Female,0.5206185567
20,6,0,Motorcycle,4,55,Motorcycle,Female,0.9974226804
2,7,5,Motorcycle,12,23,Commercial,Female,0.3015463918
7,7,10,Car,12,64,Motorcycle,Female,0.5721649485
13,0,29,Motorcycle,13,59,Commercial,Male,0.5154639175
8,9,17,Motorcycle,18,64,Commercial,Male,0.5953608247
5,4,4,Motorcycle,15,22,Motorcycle,Male,0.2396907216
7,1,12,Car,8,30,Commercial,Male,0.2628865979
15,4,18,Motorcycle,12,42,Motorcycle,Male,0.7036082474
15,9,17,Car,7,35,Commercial,Female,0.5180412371
9,5,10,Motorcycle,3,32,Commercial,Female,0.6237113402
19,9,19,Car,2,32,Motorcycle,Female,0.837628866
9,0,17,Car,8,35,Commercial,Female,0.324742268
11,6,13,Car,4,48,Motorcycle,Female,0.6391752577
3,4,3,Car,12,27,Commercial,Male,0.4845360825
7,4,36,Car,12,55,Commercial,Male,0.3324742268
18,1,3,Motorcycle,13,19,Motorcycle,Male,0.8840206186
8,7,35,Car,18,69,Commercial,Male,0.4046391753
1,10,7,Motorcycle,15,18,Motorcycle,Male,0.5309278351
3,0,10,Car,8,65,Commercial,Female,0.3788659794
18,1,20,Car,12,68,Commercial,Female,0.7010309278
17,2,28,Car,7,44,Motorcycle,Male,0.6262886598
14,10,8,Car,3,29,Commercial,Male,0.8067010309
10,10,8,Motorcycle,2,57,Motorcycle,Male,0.7293814433
10,10,17,Car,8,59,Commercial,Male,0.6340206186
11,10,17,Motorcycle,4,38,Commercial,Male,0.6855670103
13,8,5,Motorcycle,12,43,Motorcycle,Female,0.8041237113
14,7,31,Car,12,63,Commercial,Female,0.5902061856
5,10,29,Motorcycle,13,51,Motorcycle,Female,0.4381443299
10,9,16,Car,18,68,Commercial,Female,0.6288659794
7,8,22,Motorcycle,15,69,Commercial,Female,0.5180412371
17,0,35,Car,8,39,Motorcycle,Male,0.5463917526
5,0,15,Motorcycle,12,33,Commercial,Male,0.1469072165
6,0,35,Motorcycle,7,51,Motorcycle,Male,0.2886597938
11,2,16,Car,3,66,Commercial,Male,0.5644329897
11,6,0,Car,2,18,Commercial,Male,0.5567010309
17,8,11,Motorcycle,8,29,Motorcycle,Female,0.6984536082
18,3,28,Car,4,46,Commercial,Female,0.5180412371
5,7,2,Car,12,51,Motorcycle,Female,0.5824742268
17,3,11,Motorcycle,12,28,Commercial,Female,0.7963917526
8,3,18,Motorcycle,13,31,Commercial,Female,0.5103092784
17,5,24,Motorcycle,18,39,Motorcycle,Male,0.7216494845
10,5,24,Car,15,28,Commercial,Male,0.5154639175
7,4,0,Motorcycle,8,57,Motorcycle,Male,0.6365979381
11,8,45,Motorcycle,12,57,Commercial,Male,0.4432989691
14,10,8,Car,7,50,Commercial,Male,0.8067010309
0,9,23,Car,3,54,Motorcycle,Female,0.3170103093
1,2,1,Car,2,22,Commercial,Female,0.4484536082
1,8,29,Car,8,53,Motorcycle,Male,0.2835051546
4,5,8,Car,4,26,Commercial,Male,0.1829896907
12,7,38,Motorcycle,12,41,Commercial,Male,0.5103092784
8,5,38,Car,12,41,Motorcycle,Male,0.3556701031
18,4,13,Motorcycle,13,31,Commercial,Male,0.5798969072
12,4,50,Car,18,54,Motorcycle,Female,0.3530927835
19,7,18,Car,15,36,Commercial,Female,0.5721649485
3,8,17,Car,8,64,Commercial,Female,0.4278350515
10,8,19,Motorcycle,12,52,Motorcycle,Female,0.618556701
7,5,25,Motorcycle,7,36,Commercial,Female,0.456185567
20,6,5,Motorcycle,3,38,Motorcycle,Male,0.9587628866
14,6,26,Car,2,44,Commercial,Male,0.4613402062
8,3,21,Motorcycle,8,46,Commercial,Male,0.4871134021
14,6,12,Motorcycle,4,30,Motorcycle,Male,0.5798969072
3,0,33,Car,12,35,Commercial,Male,0.2010309278
3,5,2,Car,12,20,Motorcycle,Female,0.2525773196
17,6,50,Motorcycle,13,70,Commercial,Female,0.5335051546
12,9,27,Car,18,54,Commercial,Female,0.5953608247
13,5,10,Car,15,28,Motorcycle,Female,0.4613402062
7,4,37,Car,8,52,Commercial,Female,0.324742268
15,3,49,Motorcycle,12,57,Motorcycle,Male,0.4510309278
14,0,4,Car,7,28,Commercial,Male,0.7087628866
7,5,19,Motorcycle,3,69,Commercial,Male,0.5025773196
19,1,2,Motorcycle,2,20,Motorcycle,Male,0.6778350515
10,5,1,Car,8,19,Commercial,Male,0.5644329897
13,1,4,Car,4,41,Motorcycle,Female,0.6958762887
18,1,0,Car,12,18,Commercial,Female,0.6881443299
1,8,7,Motorcycle,12,28,Commercial,Male,0.4793814433
11,7,4,Motorcycle,13,22,Motorcycle,Male,0.5257731959
18,9,31,Car,18,38,Commercial,Male,0.7190721649
14,3,5,Car,15,23,Motorcycle,Male,0.4407216495
5,5,2,Car,8,61,Commercial,Male,0.5567010309
8,2,25,Motorcycle,12,54,Commercial,Female,0.4432989691
18,6,12,Motorcycle,7,64,Motorcycle,Female,0.8530927835
2,3,5,Motorcycle,3,21,Commercial,Female,0.4819587629
11,8,35,Car,2,63,Motorcycle,Female,0.4948453608
12,4,30,Motorcycle,8,31,Commercial,Female,0.5335051546
11,8,9,Car,4,48,Commercial,Male,0.6958762887
8,0,49,Car,12,61,Motorcycle,Male,0.206185567
4,8,17,Car,12,20,Commercial,Male,0.4793814433
17,10,29,Motorcycle,13,51,Motorcycle,Male,0.7474226804
12,4,11,Car,18,45,Commercial,Male,0.6546391753
17,0,5,Car,15,23,Commercial,Female,0.5798969072
10,5,43,Motorcycle,8,69,Motorcycle,Female,0.3943298969
16,5,13,Car,12,31,Commercial,Female,0.5231958763
10,2,33,Car,7,55,Motorcycle,Female,0.4072164948
11,4,28,Motorcycle,3,41,Commercial,Female,0.5231958763
2,8,22,Car,2,33,Commercial,Male,0.3634020619
10,8,25,Motorcycle,8,28,Motorcycle,Male,0.5721649485
12,4,27,Car,4,46,Commercial,Male,0.5309278351
17,1,17,Car,12,53,Motorcycle,Male,0.6984536082
7,8,33,Car,12,42,Commercial,Male,0.4072164948
16,8,33,Motorcycle,13,48,Commercial,Female,0.6649484536
10,8,25,Motorcycle,18,62,Motorcycle,Female,0.5721649485
2,3,20,Motorcycle,15,41,Commercial,Male,0.3402061856
15,3,7,Car,8,26,Motorcycle,Male,0.75
11,2,0,Car,12,47,Commercial,Male,0.6881443299
14,10,12,Motorcycle,7,48,Commercial,Male,0.8015463918
19,9,49,Car,3,53,Motorcycle,Male,0.6056701031
20,5,7,Motorcycle,2,28,Commercial,Female,0.9304123711
9,7,44,Motorcycle,8,64,Motorcycle,Female,0.3865979381
3,5,23,Motorcycle,4,43,Commercial,Female,0.368556701
16,8,5,Motorcycle,12,23,Commercial,Female,0.6520618557
0,7,2,Car,12,63,Motorcycle,Female,0.4536082474
13,9,9,Car,13,23,Commercial,Male,0.7860824742
6,0,30,Motorcycle,18,54,Motorcycle,Male,0.3273195876
4,2,30,Car,15,48,Commercial,Male,0.1211340206
3,7,3,Motorcycle,8,21,Commercial,Male,0.3969072165
19,3,12,Car,12,29,Motorcycle,Male,0.8144329897
17,10,18,Car,7,45,Commercial,Female,0.8067010309
16,5,39,Car,3,58,Motorcycle,Female,0.5541237113
7,1,0,Car,2,18,Commercial,Female,0.2190721649
11,5,29,Motorcycle,8,45,Commercial,Female,0.5283505155
2,1,11,Car,4,29,Motorcycle,Female,0.08762886598
8,1,38,Motorcycle,12,54,Commercial,Male,0.3298969072
8,2,6,Motorcycle,12,20,Motorcycle,Male,0.6159793814
6,4,2,Motorcycle,13,39,Commercial,Male,0.5953608247
20,3,9,Car,18,27,Commercial,Male,0.5541237113
1,1,13,Motorcycle,15,48,Motorcycle,Male,0.3427835052
4,9,16,Motorcycle,8,45,Commercial,Female,0.5
19,1,31,Motorcycle,12,36,Motorcycle,Female,0.6675257732
11,2,8,Car,7,64,Commercial,Male,0.6262886598
5,8,41,Car,3,67,Commercial,Male,0.293814433
7,1,39,Motorcycle,2,42,Motorcycle,Male,0.2963917526
10,7,31,Car,8,58,Commercial,Male,0.4871134021
9,8,25,Motorcycle,4,69,Motorcycle,Male,0.5463917526
19,2,18,Motorcycle,12,40,Commercial,Female,0.7809278351
19,9,19,Car,12,68,Commercial,Female,0.837628866
18,6,28,Car,13,47,Motorcycle,Female,0.7036082474
19,5,1,Motorcycle,18,58,Commercial,Female,0.9510309278
5,1,26,Car,15,63,Motorcycle,Female,0.3195876289
13,9,30,Motorcycle,8,68,Commercial,Male,0.6237113402
15,6,21,Motorcycle,12,34,Commercial,Male,0.706185567
19,9,11,Motorcycle,7,57,Motorcycle,Male,0.925257732
12,2,11,Car,3,29,Commercial,Male,0.4432989691
11,5,34,Car,2,50,Motorcycle,Male,0.4639175258
0,6,0,Motorcycle,8,58,Commercial,Female,0.4819587629
14,1,24,Motorcycle,4,45,Commercial,Female,0.5927835052
7,5,12,Motorcycle,12,30,Motorcycle,Female,0.293814433
0,8,32,Motorcycle,12,32,Commercial,Female,0.2603092784
1,4,40,Motorcycle,13,68,Motorcycle,Female,0.1726804124
15,6,4,Motorcycle,18,31,Commercial,Male,0.837628866
13,5,29,Car,15,70,Commercial,Male,0.5541237113
11,6,18,Car,8,19,Motorcycle,Male,0.6262886598
15,0,37,Motorcycle,12,49,Commercial,Male,0.5051546392
4,2,39,Motorcycle,7,66,Motorcycle,Male,0.2319587629
10,5,2,Motorcycle,3,67,Commercial,Female,0.7113402062
7,6,9,Motorcycle,2,27,Commercial,Female,0.4072164948
10,2,25,Car,8,59,Motorcycle,Male,0.4690721649
11,9,27,Motorcycle,4,32,Commercial,Male,0.5953608247
0,1,15,Car,12,33,Motorcycle,Male,0.04381443299
17,4,22,Motorcycle,12,29,Commercial,Male,0.7242268041
12,8,4,Car,13,22,Commercial,Male,0.4922680412
11,8,49,Motorcycle,18,51,Motorcycle,Female,0.412371134
15,3,6,Motorcycle,15,63,Commercial,Female,0.7835051546
20,7,29,Motorcycle,8,59,Motorcycle,Female,0.7860824742
2,10,32,Motorcycle,12,45,Commercial,Female,0.337628866
2,2,39,Motorcycle,7,68,Commercial,Female,0.1804123711
10,9,23,Motorcycle,3,49,Motorcycle,Male,0.6005154639
4,1,17,Car,2,35,Commercial,Male,0.2087628866
4,10,10,Motorcycle,8,33,Motorcycle,Male,0.5592783505
19,1,9,Motorcycle,4,56,Commercial,Male,0.837628866
12,1,1,Motorcycle,12,20,Commercial,Male,0.7448453608
17,6,0,Car,12,39,Motorcycle,Female,0.8943298969
16,3,3,Motorcycle,13,53,Commercial,Female,0.8324742268
15,6,25,Car,18,35,Motorcycle,Female,0.6494845361
6,5,40,Motorcycle,15,57,Commercial,Female,0.3144329897
6,4,12,Car,8,48,Commercial,Female,0.4922680412
16,2,3,Car,12,67,Motorcycle,Male,0.793814433
9,7,9,Car,7,27,Commercial,Male,0.4381443299
13,8,27,Motorcycle,3,43,Motorcycle,Male,0.6340206186
9,8,29,Car,2,47,Commercial,Male,0.3350515464
2,0,1,Car,8,66,Commercial,Male,0.4226804124
9,7,8,Car,4,20,Motorcycle,Female,0.6649484536
14,8,38,Car,12,66,Commercial,Female,0.5489690722
4,8,0,Car,12,18,Motorcycle,Male,0.3556701031
20,7,43,Motorcycle,13,67,Commercial,Male,0.6778350515
0,4,31,Car,18,43,Commercial,Male,0.1907216495
10,10,29,Motorcycle,15,65,Motorcycle,Male,0.5670103093
13,6,5,Motorcycle,8,23,Commercial,Male,0.4716494845
11,9,20,Motorcycle,12,38,Motorcycle,Female,0.456185567
2,6,13,Motorcycle,7,31,Commercial,Female,0.4329896907
5,8,14,Car,3,55,Commercial,Female,0.5025773196
7,3,28,Motorcycle,2,38,Motorcycle,Female,0.4072164948
17,7,16,Motorcycle,8,61,Commercial,Female,0.8092783505
3,8,35,Car,4,48,Motorcycle,Male,0.2886597938
15,4,2,Car,12,20,Commercial,Male,0.6572164948
2,2,45,Motorcycle,12,55,Commercial,Male,0.1340206186
16,3,6,Car,13,70,Motorcycle,Male,0.7835051546
19,0,18,Motorcycle,18,40,Commercial,Male,0.7551546392
18,4,33,Motorcycle,15,47,Motorcycle,Female,0.6649484536
18,8,8,Car,8,38,Commercial,Female,0.8840206186
10,0,14,Car,12,19,Commercial,Female,0.5541237113
18,10,18,Car,7,59,Motorcycle,Female,0.8324742268
3,4,22,Car,3,40,Commercial,Female,0.1907216495
17,2,7,Motorcycle,2,25,Motorcycle,Male,0.5670103093
7,6,24,Motorcycle,8,56,Commercial,Male,0.4768041237
10,2,12,Car,4,34,Commercial,Male,0.5695876289
14,2,9,Car,12,70,Motorcycle,Male,0.6958762887
5,2,28,Motorcycle,12,46,Commercial,Male,0.1881443299
11,7,33,Motorcycle,13,69,Motorcycle,Female,0.5231958763
19,10,49,Motorcycle,18,63,Commercial,Female,0.6443298969
10,9,33,Car,15,41,Commercial,Male,0.4974226804
10,10,28,Car,8,46,Motorcycle,Male,0.3788659794
9,6,24,Car,12,64,Commercial,Male,0.5025773196
3,9,15,Car,7,27,Motorcycle,Male,0.456185567
11,6,46,Motorcycle,3,59,Commercial,Male,0.4097938144
0,0,39,Car,2,45,Commercial,Female,0.07731958763
6,2,6,Motorcycle,8,33,Motorcycle,Female,0.5386597938
19,1,17,Motorcycle,4,44,Commercial,Female,0.7757731959
1,10,8,Car,12,33,Motorcycle,Female,0.4716494845
12,4,47,Car,12,68,Commercial,Female,0.3762886598
9,6,1,Car,13,64,Commercial,Male,0.6804123711
19,3,7,Motorcycle,18,32,Motorcycle,Male,0.8788659794
11,8,20,Car,15,56,Commercial,Male,0.6108247423
3,7,16,Motorcycle,8,34,Motorcycle,Male,0.2628865979
9,5,8,Motorcycle,12,47,Commercial,Male,0.6391752577
8,9,0,Car,7,36,Commercial,Female,0.7010309278
20,0,6,Car,3,24,Motorcycle,Female,0.6030927835
8,2,2,Car,2,19,Commercial,Female,0.6211340206
9,1,32,Motorcycle,8,35,Motorcycle,Female,0.4020618557
13,0,0,Car,4,18,Commercial,Female,0.5695876289
15,5,10,Motorcycle,12,48,Commercial,Male,0.7783505155
15,9,30,Car,12,67,Motorcycle,Male,0.6494845361
4,7,8,Motorcycle,13,70,Commercial,Male,0.5360824742
1,10,1,Motorcycle,18,19,Motorcycle,Male,0.4226804124
5,3,11,Motorcycle,15,29,Commercial,Male,0.2242268041
10,4,3,Car,8,49,Commercial,Female,0.6649484536
0,4,5,Car,12,50,Motorcycle,Female,0.3917525773
19,7,27,Motorcycle,7,28,Commercial,Male,0.7757731959
6,1,3,Motorcycle,3,21,Motorcycle,Male,0.3969072165
3,7,12,Motorcycle,2,42,Commercial,Male,0.4793814433
16,7,0,Motorcycle,8,30,Commercial,Male,0.9072164948
3,8,3,Motorcycle,4,44,Motorcycle,Male,0.5618556701
6,9,4,Motorcycle,12,22,Commercial,Female,0.368556701
9,5,32,Motorcycle,12,59,Motorcycle,Female,0.4536082474
5,6,40,Motorcycle,13,67,Commercial,Female,0.3015463918
11,1,20,Motorcycle,18,32,Commercial,Female,0.5463917526
17,0,14,Car,15,38,Motorcycle,Female,0.7087628866
11,0,24,Car,8,60,Commercial,Male,0.4768041237
3,0,3,Car,12,32,Motorcycle,Male,0.4329896907
20,2,4,Car,7,22,Commercial,Male,0.6984536082
14,3,9,Motorcycle,3,68,Commercial,Male,0.7345360825
14,1,6,Car,2,41,Motorcycle,Male,0.706185567
16,6,3,Car,8,70,Commercial,Female,0.8453608247
3,4,28,Car,4,28,Motorcycle,Female,0.2912371134
6,0,3,Car,12,68,Commercial,Female,0.5103092784
11,8,15,Motorcycle,12,29,Commercial,Female,0.675257732
6,8,32,Car,13,39,Motorcycle,Female,0.3891752577
20,6,2,Motorcycle,18,20,Commercial,Male,0.7293814433
2,4,11,Motorcycle,15,29,Motorcycle,Male,0.1675257732
0,5,9,Car,8,27,Commercial,Male,0.2268041237
1,5,30,Motorcycle,12,48,Commercial,Male,0.1082474227
4,7,5,Motorcycle,7,61,Motorcycle,Male,0.5592783505
